Date,Home Team,Away Team,Score,Season
05/08/2022,İstanbulspor AŞ,Trabzonspor,0:2 (0:1),2022-2023
06/08/2022,Sivasspor,Gaziantep FK,1:1 (0:1),2022-2023
,Beşiktaş,Kayserispor,1:0 (0:0),2022-2023
07/08/2022,Giresunspor,Adana Demirspor,2:3 (0:2),2022-2023
,Fatih Karagümrük,Alanyaspor,2:4 (0:2),2022-2023
,Antalyaspor,Galatasaray,0:1 (0:0),2022-2023
08/08/2022,İstanbul Başakşehir,Kasımpaşa SK,4:0 (2:0),2022-2023
,MKE Ankaragücü,Konyaspor,0:0 (0:0),2022-2023
,Fenerbahçe,Ümraniyespor,3:3 (2:1),2022-2023
12/08/2022,Trabzonspor,Hatayspor,1:0 (0:0),2022-2023
13/08/2022,Kayserispor,İstanbulspor AŞ,1:0 (1:0),2022-2023
,Adana Demirspor,Sivasspor,3:0 (1:0),2022-2023
,Galatasaray,Giresunspor,0:1 (0:0),2022-2023
14/08/2022,Gaziantep FK,MKE Ankaragücü,1:0 (0:0),2022-2023
,Ümraniyespor,Antalyaspor,0:1 (0:0),2022-2023
,Alanyaspor,Beşiktaş,3:3 (1:3),2022-2023
15/08/2022,Konyaspor,İstanbul Başakşehir,0:0 (0:0),2022-2023
,Kasımpaşa SK,Fenerbahçe,0:6 (0:3),2022-2023
19/08/2022,Ümraniyespor,Galatasaray,0:1 (0:0),2022-2023
20/08/2022,Giresunspor,Kasımpaşa SK,1:0 (0:0),2022-2023
,Hatayspor,Gaziantep FK,1:2 (1:1),2022-2023
,Antalyaspor,Trabzonspor,5:2 (2:1),2022-2023
21/08/2022,İstanbul Başakşehir,Kayserispor,2:0 (1:0),2022-2023
,Beşiktaş,Fatih Karagümrük,4:1 (2:0),2022-2023
22/08/2022,İstanbulspor AŞ,Konyaspor,0:4 (0:2),2022-2023
,Sivasspor,Alanyaspor,1:1 (1:0),2022-2023
,Fenerbahçe,Adana Demirspor,4:2 (2:0),2022-2023
26/08/2022,Gaziantep FK,Antalyaspor,5:2 (1:2),2022-2023
27/08/2022,Fatih Karagümrük,MKE Ankaragücü,4:1 (2:0),2022-2023
,Adana Demirspor,Ümraniyespor,1:0 (1:0),2022-2023
,Alanyaspor,İstanbulspor AŞ,0:1 (0:0),2022-2023
28/08/2022,Kasımpaşa SK,Hatayspor,1:0 (1:0),2022-2023
,Kayserispor,Giresunspor,3:0 (1:0),2022-2023
,Trabzonspor,Galatasaray,0:0 (0:0),2022-2023
29/08/2022,Konyaspor,Fenerbahçe,1:0 (0:0),2022-2023
,Beşiktaş,Sivasspor,3:1 (3:0),2022-2023
02/09/2022,Ümraniyespor,Trabzonspor,0:1 (0:0),2022-2023
03/09/2022,İstanbul Başakşehir,Alanyaspor,2:0 (1:0),2022-2023
,Sivasspor,Fatih Karagümrük,0:0 (0:0),2022-2023
,Fenerbahçe,Kayserispor,2:0 (1:0),2022-2023
,Giresunspor,Konyaspor,0:1 (0:0),2022-2023
04/09/2022,Hatayspor,Adana Demirspor,1:1 (1:0),2022-2023
,MKE Ankaragücü,Beşiktaş,2:3 (1:2),2022-2023
,Antalyaspor,Kasımpaşa SK,0:2 (0:1),2022-2023
05/09/2022,Galatasaray,Gaziantep FK,2:1 (1:1),2022-2023
09/09/2022,Alanyaspor,MKE Ankaragücü,2:1 (0:0),2022-2023
10/09/2022,Konyaspor,Hatayspor,1:0 (0:0),2022-2023
,Fatih Karagümrük,Giresunspor,1:1 (0:0),2022-2023
11/09/2022,Sivasspor,İstanbulspor AŞ,1:1 (0:0),2022-2023
,Gaziantep FK,Ümraniyespor,1:1 (0:0),2022-2023
,Kasımpaşa SK,Galatasaray,2:3 (1:1),2022-2023
,Kayserispor,Antalyaspor,1:0 (0:0),2022-2023
12/09/2022,Beşiktaş,İstanbul Başakşehir,0:1 (0:0),2022-2023
,Adana Demirspor,Trabzonspor,3:2 (1:1),2022-2023
16/09/2022,Galatasaray,Konyaspor,2:1 (1:1),2022-2023
,Hatayspor,Kayserispor,0:4 (0:2),2022-2023
17/09/2022,Ümraniyespor,Kasımpaşa SK,1:2 (0:1),2022-2023
,Antalyaspor,Adana Demirspor,0:3 (0:1),2022-2023
,İstanbulspor AŞ,Beşiktaş,2:2 (1:2),2022-2023
18/09/2022,İstanbul Başakşehir,Fatih Karagümrük,0:0 (0:0),2022-2023
,Trabzonspor,Gaziantep FK,3:2 (2:2),2022-2023
,MKE Ankaragücü,Sivasspor,2:1 (2:0),2022-2023
,Fenerbahçe,Alanyaspor,5:0 (3:0),2022-2023
01/10/2022,Kasımpaşa SK,Gaziantep FK,1:0 (0:0),2022-2023
,MKE Ankaragücü,İstanbul Başakşehir,1:2 (0:1),2022-2023
,Kayserispor,Trabzonspor,1:2 (1:0),2022-2023
,Adana Demirspor,Galatasaray,0:0 (0:0),2022-2023
02/10/2022,Alanyaspor,Giresunspor,1:1 (0:0),2022-2023
,Sivasspor,Hatayspor,1:2 (1:2),2022-2023
,Konyaspor,Ümraniyespor,1:0 (1:0),2022-2023
,Beşiktaş,Fenerbahçe,0:0 (0:0),2022-2023
03/10/2022,Fatih Karagümrük,İstanbulspor AŞ,1:2 (1:0),2022-2023
07/10/2022,Gaziantep FK,Adana Demirspor,1:1 (0:0),2022-2023
08/10/2022,İstanbulspor AŞ,MKE Ankaragücü,1:2 (0:1),2022-2023
,Antalyaspor,Konyaspor,1:1 (0:0),2022-2023
,Giresunspor,Beşiktaş,0:1 (0:1),2022-2023
09/10/2022,Ümraniyespor,Kayserispor,2:2 (0:1),2022-2023
,Hatayspor,Alanyaspor,1:0 (0:0),2022-2023
,Fenerbahçe,Fatih Karagümrük,5:4 (2:2),2022-2023
10/10/2022,İstanbul Başakşehir,Sivasspor,0:2 (0:1),2022-2023
,Trabzonspor,Kasımpaşa SK,0:0 (0:0),2022-2023
14/10/2022,Alanyaspor,Antalyaspor,3:2 (1:0),2022-2023
15/10/2022,Fatih Karagümrük,Hatayspor,3:0 (2:0),2022-2023
,Kasımpaşa SK,Adana Demirspor,1:4 (0:2),2022-2023
,Kayserispor,Galatasaray,2:1 (2:0),2022-2023
,Konyaspor,Gaziantep FK,0:1 (0:0),2022-2023
16/10/2022,İstanbul Başakşehir,İstanbulspor AŞ,2:0 (1:0),2022-2023
,Beşiktaş,Trabzonspor,2:2 (1:2),2022-2023
17/10/2022,MKE Ankaragücü,Fenerbahçe,0:3 (0:2),2022-2023
,Sivasspor,Giresunspor,3:0 (2:0),2022-2023
21/10/2022,Antalyaspor,İstanbulspor AŞ,2:1 (1:1),2022-2023
22/10/2022,Ümraniyespor,Fatih Karagümrük,1:3 (1:1),2022-2023
,Trabzonspor,Sivasspor,1:0 (1:0),2022-2023
,Fenerbahçe,İstanbul Başakşehir,1:0 (0:0),2022-2023
23/10/2022,Kasımpaşa SK,Kayserispor,0:1 (0:1),2022-2023
,Adana Demirspor,Konyaspor,1:1 (1:1),2022-2023
,Galatasaray,Alanyaspor,2:2 (2:0),2022-2023
24/10/2022,Giresunspor,MKE Ankaragücü,1:1 (0:0),2022-2023
,Hatayspor,Beşiktaş,2:1 (0:1),2022-2023
28/10/2022,Fatih Karagümrük,Galatasaray,0:2 (0:0),2022-2023
29/10/2022,Konyaspor,Kasımpaşa SK,1:1 (0:0),2022-2023
,Alanyaspor,Gaziantep FK,2:0 (1:0),2022-2023
30/10/2022,MKE Ankaragücü,Hatayspor,4:1 (1:0),2022-2023
,Beşiktaş,Ümraniyespor,5:2 (2:1),2022-2023
,Kayserispor,Adana Demirspor,2:2 (0:1),2022-2023
,İstanbulspor AŞ,Fenerbahçe,2:5 (0:2),2022-2023
31/10/2022,İstanbul Başakşehir,Giresunspor,3:1 (1:0),2022-2023
,Sivasspor,Antalyaspor,0:2 (0:2),2022-2023
04/11/2022,Kasımpaşa SK,MKE Ankaragücü,1:1 (0:0),2022-2023
,Ümraniyespor,Alanyaspor,3:1 (2:0),2022-2023
05/11/2022,Giresunspor,İstanbulspor AŞ,3:2 (1:1),2022-2023
,Galatasaray,Beşiktaş,2:1 (1:1),2022-2023
06/11/2022,Gaziantep FK,Kayserispor,1:2 (0:1),2022-2023
,Antalyaspor,Fatih Karagümrük,4:2 (3:2),2022-2023
,Trabzonspor,Konyaspor,2:2 (2:1),2022-2023
07/11/2022,Fenerbahçe,Sivasspor,1:0 (0:0),2022-2023
,Hatayspor,İstanbul Başakşehir,3:3 (1:0),2022-2023
11/11/2022,Alanyaspor,Adana Demirspor,0:0 (0:0),2022-2023
,MKE Ankaragücü,Trabzonspor,1:1 (0:0),2022-2023
12/11/2022,Sivasspor,Ümraniyespor,2:2 (1:1),2022-2023
,Fenerbahçe,Giresunspor,1:2 (1:0),2022-2023
,İstanbul Başakşehir,Galatasaray,0:7 (0:3),2022-2023
13/11/2022,Fatih Karagümrük,Gaziantep FK,3:3 (1:2),2022-2023
,İstanbulspor AŞ,Hatayspor,0:1 (0:1),2022-2023
,Kayserispor,Konyaspor,1:2 (1:2),2022-2023
26/02/2023,Beşiktaş,Antalyaspor,0:0 (0:0),2022-2023
23/12/2022,Antalyaspor,MKE Ankaragücü,0:2 (0:0),2022-2023
,Ümraniyespor,İstanbul Başakşehir,1:3 (1:1),2022-2023
24/12/2022,Hatayspor,Giresunspor,1:1 (0:0),2022-2023
,Kasımpaşa SK,Sivasspor,1:2 (1:1),2022-2023
,Trabzonspor,Fenerbahçe,2:0 (0:0),2022-2023
25/12/2022,Adana Demirspor,Fatih Karagümrük,2:1 (2:1),2022-2023
,Gaziantep FK,Beşiktaş,1:1 (0:0),2022-2023
,Konyaspor,Alanyaspor,2:2 (1:0),2022-2023
,Galatasaray,İstanbulspor AŞ,2:1 (2:0),2022-2023
27/12/2022,MKE Ankaragücü,Ümraniyespor,1:2 (1:1),2022-2023
,İstanbul Başakşehir,Antalyaspor,2:0 (0:0),2022-2023
,Fenerbahçe,Hatayspor,4:0 (2:0),2022-2023
28/12/2022,Alanyaspor,Kayserispor,3:1 (2:0),2022-2023
,İstanbulspor AŞ,Kasımpaşa SK,2:1 (1:1),2022-2023
,Fatih Karagümrük,Trabzonspor,4:1 (2:1),2022-2023
29/12/2022,Giresunspor,Gaziantep FK,2:1 (1:0),2022-2023
,Sivasspor,Galatasaray,1:2 (0:1),2022-2023
,Beşiktaş,Adana Demirspor,1:0 (1:0),2022-2023
03/01/2023,Ümraniyespor,Hatayspor,2:2 (1:1),2022-2023
,Antalyaspor,Fenerbahçe,1:2 (1:0),2022-2023
04/01/2023,Kasımpaşa SK,Alanyaspor,4:1 (2:0),2022-2023
,Kayserispor,Fatih Karagümrük,2:4 (0:2),2022-2023
,Galatasaray,MKE Ankaragücü,2:1 (2:1),2022-2023
,Konyaspor,Sivasspor,2:2 (1:1),2022-2023
05/01/2023,Gaziantep FK,İstanbul Başakşehir,1:1 (0:1),2022-2023
,Adana Demirspor,İstanbulspor AŞ,6:0 (1:0),2022-2023
,Trabzonspor,Giresunspor,3:0 (1:0),2022-2023
07/01/2023,Hatayspor,Antalyaspor,0:0 (0:0),2022-2023
,Beşiktaş,Kasımpaşa SK,2:1 (2:0),2022-2023
08/01/2023,Fatih Karagümrük,Konyaspor,3:3 (2:0),2022-2023
,MKE Ankaragücü,Kayserispor,2:1 (1:1),2022-2023
,Giresunspor,Ümraniyespor,0:1 (0:0),2022-2023
,Fenerbahçe,Galatasaray,0:3 (0:1),2022-2023
09/01/2023,İstanbul Başakşehir,Adana Demirspor,2:1 (0:0),2022-2023
,Alanyaspor,Trabzonspor,5:0 (3:0),2022-2023
,İstanbulspor AŞ,Gaziantep FK,1:1 (0:1),2022-2023
13/01/2023,Kayserispor,Sivasspor,4:1 (3:0),2022-2023
,Galatasaray,Hatayspor,4:0 (3:0),2022-2023
14/01/2023,Antalyaspor,Giresunspor,2:2 (1:1),2022-2023
,Adana Demirspor,MKE Ankaragücü,3:1 (0:0),2022-2023
,Konyaspor,Beşiktaş,1:2 (1:0),2022-2023
,Trabzonspor,İstanbul Başakşehir,1:0 (1:0),2022-2023
15/01/2023,Ümraniyespor,İstanbulspor AŞ,0:2 (0:2),2022-2023
,Kasımpaşa SK,Fatih Karagümrük,2:2 (1:0),2022-2023
,Gaziantep FK,Fenerbahçe,1:2 (0:1),2022-2023
20/01/2023,Adana Demirspor,Giresunspor,1:1 (0:1),2022-2023
21/01/2023,Kasımpaşa SK,İstanbul Başakşehir,1:3 (1:0),2022-2023
,Galatasaray,Antalyaspor,2:1 (0:0),2022-2023
22/01/2023,Gaziantep FK,Sivasspor,1:2 (0:1),2022-2023
,Alanyaspor,Fatih Karagümrük,2:2 (1:0),2022-2023
,Kayserispor,Beşiktaş,0:2 (0:2),2022-2023
,Trabzonspor,İstanbulspor AŞ,4:0 (1:0),2022-2023
23/01/2023,Konyaspor,MKE Ankaragücü,0:1 (0:0),2022-2023
,Ümraniyespor,Fenerbahçe,1:2 (0:0),2022-2023
27/01/2023,Beşiktaş,Alanyaspor,3:0 (1:0),2022-2023
28/01/2023,Sivasspor,Adana Demirspor,1:2 (0:1),2022-2023
,MKE Ankaragücü,Gaziantep FK,0:2 (0:0),2022-2023
,Hatayspor,Trabzonspor,2:1 (0:1),2022-2023
,Antalyaspor,Ümraniyespor,3:2 (1:1),2022-2023
,Giresunspor,Galatasaray,0:4 (0:1),2022-2023
29/01/2023,İstanbulspor AŞ,Kayserispor,2:4 (2:1),2022-2023
,Fenerbahçe,Kasımpaşa SK,5:1 (2:1),2022-2023
,İstanbul Başakşehir,Konyaspor,2:0 (1:0),2022-2023
31/01/2023,Alanyaspor,Sivasspor,0:3 (0:2),2022-2023
,Fatih Karagümrük,Beşiktaş,1:1 (0:1),2022-2023
01/02/2023,Gaziantep FK,Hatayspor,4:1 (1:1),2022-2023
,Kasımpaşa SK,Giresunspor,5:1 (3:1),2022-2023
,Galatasaray,Ümraniyespor,3:2 (1:2),2022-2023
,Trabzonspor,Antalyaspor,2:0 (1:0),2022-2023
02/02/2023,Kayserispor,İstanbul Başakşehir,1:0 (0:0),2022-2023
,Konyaspor,İstanbulspor AŞ,0:1 (0:0),2022-2023
,Adana Demirspor,Fenerbahçe,1:1 (0:0),2022-2023
04/02/2023,MKE Ankaragücü,Fatih Karagümrük,0:2 (0:1),2022-2023
,Sivasspor,Beşiktaş,1:0 (1:0),2022-2023
,Antalyaspor,Gaziantep FK,1:0 (1:0),2022-2023
05/02/2023,İstanbulspor AŞ,Alanyaspor,2:1 (0:0),2022-2023
,Hatayspor,Kasımpaşa SK,1:0 (0:0),2022-2023
,Galatasaray,Trabzonspor,2:1 (1:1),2022-2023
25/02/2023,Fenerbahçe,Konyaspor,4:0 (2:0),2022-2023
,Giresunspor,Kayserispor,1:2 (0:2),2022-2023
26/02/2023,Ümraniyespor,Adana Demirspor,1:1 (0:0),2022-2023
03/03/2023,Alanyaspor,İstanbul Başakşehir,1:0 (0:0),2022-2023
04/03/2023,Fatih Karagümrük,Sivasspor,4:3 (1:1),2022-2023
,Trabzonspor,Ümraniyespor,1:2 (0:0),2022-2023
,Kayserispor,Fenerbahçe,1:2 (0:1),2022-2023
05/03/2023,Konyaspor,Giresunspor,0:0 (0:0),2022-2023
,Adana Demirspor,Hatayspor,3:0 dec.,2022-2023
,Beşiktaş,MKE Ankaragücü,2:1 (1:0),2022-2023
,Gaziantep FK,Galatasaray,0:3 dec.,2022-2023
06/03/2023,Kasımpaşa SK,Antalyaspor,3:1 (2:1),2022-2023
10/03/2023,Giresunspor,Fatih Karagümrük,2:2 (2:1),2022-2023
11/03/2023,Antalyaspor,Kayserispor,4:0 (1:0),2022-2023
,Galatasaray,Kasımpaşa SK,1:0 (0:0),2022-2023
12/03/2023,MKE Ankaragücü,Alanyaspor,2:0 (1:0),2022-2023
,Trabzonspor,Adana Demirspor,4:1 (1:1),2022-2023
,Hatayspor,Konyaspor,0:3 dec.,2022-2023
,İstanbul Başakşehir,Beşiktaş,0:2 (0:1),2022-2023
,Ümraniyespor,Gaziantep FK,3:0 dec.,2022-2023
13/03/2023,İstanbulspor AŞ,Sivasspor,3:0 (1:0),2022-2023
17/03/2023,Konyaspor,Galatasaray,2:1 (0:1),2022-2023
18/03/2023,Kasımpaşa SK,Ümraniyespor,1:1 (1:1),2022-2023
,Adana Demirspor,Antalyaspor,2:0 (2:0),2022-2023
,Beşiktaş,İstanbulspor AŞ,3:1 (1:0),2022-2023
19/03/2023,Fatih Karagümrük,İstanbul Başakşehir,2:2 (1:1),2022-2023
,Sivasspor,MKE Ankaragücü,2:0 (1:0),2022-2023
,Alanyaspor,Fenerbahçe,1:3 (1:0),2022-2023
,Gaziantep FK,Trabzonspor,0:3 dec.,2022-2023
,Kayserispor,Hatayspor,3:0 dec.,2022-2023
01/04/2023,İstanbul Başakşehir,MKE Ankaragücü,1:0 (1:0),2022-2023
,Trabzonspor,Kayserispor,3:4 (1:2),2022-2023
,Galatasaray,Adana Demirspor,2:0 (0:0),2022-2023
02/04/2023,Gaziantep FK,Kasımpaşa SK,0:3 dec.,2022-2023
,Hatayspor,Sivasspor,0:3 dec.,2022-2023
,Ümraniyespor,Konyaspor,2:2 (0:0),2022-2023
,Giresunspor,Alanyaspor,2:2 (0:1),2022-2023
,Fenerbahçe,Beşiktaş,2:4 (1:0),2022-2023
03/04/2023,İstanbulspor AŞ,Fatih Karagümrük,0:1 (0:1),2022-2023
07/04/2023,Konyaspor,Antalyaspor,1:1 (1:1),2022-2023
08/04/2023,Adana Demirspor,Gaziantep FK,3:0 dec.,2022-2023
,Alanyaspor,Hatayspor,3:0 dec.,2022-2023
,MKE Ankaragücü,İstanbulspor AŞ,3:2 (2:0),2022-2023
,Kasımpaşa SK,Trabzonspor,2:0 (1:0),2022-2023
09/04/2023,Sivasspor,İstanbul Başakşehir,1:1 (1:0),2022-2023
,Beşiktaş,Giresunspor,3:1 (2:1),2022-2023
10/04/2023,Kayserispor,Ümraniyespor,3:1 (1:1),2022-2023
,Fatih Karagümrük,Fenerbahçe,1:2 (1:0),2022-2023
14/04/2023,Antalyaspor,Alanyaspor,3:1 (2:1),2022-2023
,Galatasaray,Kayserispor,6:0 (4:0),2022-2023
15/04/2023,Gaziantep FK,Konyaspor,0:3 dec.,2022-2023
,Hatayspor,Fatih Karagümrük,0:3 dec.,2022-2023
,Adana Demirspor,Kasımpaşa SK,5:0 (3:0),2022-2023
,İstanbulspor AŞ,İstanbul Başakşehir,1:0 (1:0),2022-2023
,Fenerbahçe,MKE Ankaragücü,2:1 (0:0),2022-2023
16/04/2023,Giresunspor,Sivasspor,1:0 (1:0),2022-2023
,Trabzonspor,Beşiktaş,0:0 (0:0),2022-2023
18/04/2023,Alanyaspor,Galatasaray,1:4 (1:2),2022-2023
,Fatih Karagümrük,Ümraniyespor,4:2 (2:1),2022-2023
19/04/2023,Beşiktaş,Hatayspor,3:0 dec.,2022-2023
,İstanbulspor AŞ,Antalyaspor,3:3 (2:1),2022-2023
,Kayserispor,Kasımpaşa SK,0:0 (0:0),2022-2023
,İstanbul Başakşehir,Fenerbahçe,1:2 (1:0),2022-2023
,Konyaspor,Adana Demirspor,1:2 (1:1),2022-2023
20/04/2023,MKE Ankaragücü,Giresunspor,3:1 (0:1),2022-2023
,Sivasspor,Trabzonspor,4:1 (2:1),2022-2023
22/04/2023,Ümraniyespor,Beşiktaş,0:2 (0:1),2022-2023
23/04/2023,Gaziantep FK,Alanyaspor,0:3 dec.,2022-2023
,Hatayspor,MKE Ankaragücü,0:3 dec.,2022-2023
,Kasımpaşa SK,Konyaspor,1:2 (1:2),2022-2023
,Adana Demirspor,Kayserispor,5:3 (4:3),2022-2023
,Galatasaray,Fatih Karagümrük,3:3 (2:3),2022-2023
24/04/2023,Giresunspor,İstanbul Başakşehir,2:4 (0:4),2022-2023
,Antalyaspor,Sivasspor,1:2 (0:2),2022-2023
,Fenerbahçe,İstanbulspor AŞ,3:3 (1:0),2022-2023
28/04/2023,Alanyaspor,Ümraniyespor,1:0 (1:0),2022-2023
29/04/2023,İstanbul Başakşehir,Hatayspor,3:0 dec.,2022-2023
,Kayserispor,Gaziantep FK,3:0 dec.,2022-2023
,Fatih Karagümrük,Antalyaspor,0:1 (0:1),2022-2023
,Konyaspor,Trabzonspor,2:1 (1:1),2022-2023
,MKE Ankaragücü,Kasımpaşa SK,0:0 (0:0),2022-2023
,Sivasspor,Fenerbahçe,1:3 (0:3),2022-2023
30/04/2023,Beşiktaş,Galatasaray,3:1 (1:1),2022-2023
01/05/2023,İstanbulspor AŞ,Giresunspor,1:0 (1:0),2022-2023
06/05/2023,Antalyaspor,Beşiktaş,1:3 (1:0),2022-2023
,Adana Demirspor,Alanyaspor,4:2 (2:2),2022-2023
07/05/2023,Gaziantep FK,Fatih Karagümrük,0:3 dec.,2022-2023
,Hatayspor,İstanbulspor AŞ,0:3 dec.,2022-2023
,Ümraniyespor,Sivasspor,4:1 (2:1),2022-2023
,Konyaspor,Kayserispor,2:2 (0:0),2022-2023
,Giresunspor,Fenerbahçe,1:1 (0:1),2022-2023
08/05/2023,Galatasaray,İstanbul Başakşehir,1:0 (1:0),2022-2023
,Trabzonspor,MKE Ankaragücü,2:0 (1:0),2022-2023
16/05/2023,Sivasspor,Kasımpaşa SK,1:2 (0:0),2022-2023
,Alanyaspor,Konyaspor,0:3 (0:1),2022-2023
,İstanbulspor AŞ,Galatasaray,0:2 (0:1),2022-2023
17/05/2023,Beşiktaş,Gaziantep FK,3:0 dec.,2022-2023
,Giresunspor,Hatayspor,3:0 dec.,2022-2023
,İstanbul Başakşehir,Ümraniyespor,1:1 (1:0),2022-2023
,MKE Ankaragücü,Antalyaspor,1:1 (0:0),2022-2023
,Fatih Karagümrük,Adana Demirspor,2:3 (1:0),2022-2023
18/05/2023,Fenerbahçe,Trabzonspor,3:1 (1:0),2022-2023
20/05/2023,Kasımpaşa SK,İstanbulspor AŞ,1:0 (0:0),2022-2023
,Galatasaray,Sivasspor,2:0 (1:0),2022-2023
,Kayserispor,Alanyaspor,0:4 (0:2),2022-2023
21/05/2023,Gaziantep FK,Giresunspor,0:3 dec.,2022-2023
,Hatayspor,Fenerbahçe,0:3 dec.,2022-2023
,Ümraniyespor,MKE Ankaragücü,1:2 (1:1),2022-2023
,Adana Demirspor,Beşiktaş,1:4 (1:1),2022-2023
,Antalyaspor,İstanbul Başakşehir,0:0 (0:0),2022-2023
22/05/2023,Trabzonspor,Fatih Karagümrük,4:1 (3:1),2022-2023
30/05/2023,Alanyaspor,Kasımpaşa SK,1:3 (0:0),2022-2023
,MKE Ankaragücü,Galatasaray,1:4 (1:2),2022-2023
,Fenerbahçe,Antalyaspor,2:0 (1:0),2022-2023
,Giresunspor,Trabzonspor,2:4 (0:2),2022-2023
,Hatayspor,Ümraniyespor,0:3 dec.,2022-2023
,İstanbul Başakşehir,Gaziantep FK,3:0 dec.,2022-2023
,İstanbulspor AŞ,Adana Demirspor,0:2 (0:1),2022-2023
,Fatih Karagümrük,Kayserispor,2:0 (2:0),2022-2023
,Sivasspor,Konyaspor,1:0 (1:0),2022-2023
03/06/2023,Antalyaspor,Hatayspor,3:0 dec.,2022-2023
,Gaziantep FK,İstanbulspor AŞ,0:3 dec.,2022-2023
,Konyaspor,Fatih Karagümrük,1:1 (1:1),2022-2023
,Adana Demirspor,İstanbul Başakşehir,2:3 (1:2),2022-2023
,Kasımpaşa SK,Beşiktaş,2:5 (0:2),2022-2023
,Kayserispor,MKE Ankaragücü,0:1 (0:1),2022-2023
,Trabzonspor,Alanyaspor,5:1 (4:1),2022-2023
,Ümraniyespor,Giresunspor,0:1 (0:1),2022-2023
04/06/2023,Galatasaray,Fenerbahçe,3:0 (1:0),2022-2023
06/06/2023,Fenerbahçe,Gaziantep FK,3:0 dec.,2022-2023
,Hatayspor,Galatasaray,0:3 dec.,2022-2023
,Fatih Karagümrük,Kasımpaşa SK,3:0 (1:0),2022-2023
,Sivasspor,Kayserispor,1:1 (1:1),2022-2023
,İstanbul Başakşehir,Trabzonspor,3:1 (1:0),2022-2023
07/06/2023,MKE Ankaragücü,Adana Demirspor,1:2 (0:1),2022-2023
,Beşiktaş,Konyaspor,3:3 (2:1),2022-2023
,Giresunspor,Antalyaspor,2:0 (1:0),2022-2023
,İstanbulspor AŞ,Ümraniyespor,4:0 (1:0),2022-2023
Latest news »,Trabzonspor,Antalyaspor,1:0 (1:0),2022-2023
11/08/2023,Kasımpaşa SK,MKE Ankaragücü,3:2 (1:0),2023-2024
12/08/2023,Konyaspor,İstanbulspor AŞ,1:1 (0:1),2023-2024
,Kayserispor,Galatasaray,0:0 (0:0),2023-2024
,Pendikspor,Hatayspor,1:5 (0:2),2023-2024
,Sivasspor,Samsunspor,1:1 (1:0),2023-2024
13/08/2023,Adana Demirspor,Çaykur Rizespor,2:1 (1:0),2023-2024
,Fenerbahçe,Gaziantep FK,2:1 (2:1),2023-2024
,Alanyaspor,İstanbul Başakşehir,2:0 (1:0),2023-2024
14/08/2023,Fatih Karagümrük,Beşiktaş,0:1 (0:0),2023-2024
,İstanbulspor AŞ,Kayserispor,1:1 (0:0),2023-2024
18/08/2023,Antalyaspor,Konyaspor,1:1 (0:0),2023-2024
,Çaykur Rizespor,Alanyaspor,0:0 (0:0),2023-2024
19/08/2023,Hatayspor,Kasımpaşa SK,0:0 (0:0),2023-2024
,Galatasaray,Trabzonspor,2:0 (1:0),2023-2024
,İstanbul Başakşehir,Fatih Karagümrük,0:2 (0:2),2023-2024
20/08/2023,Gaziantep FK,Sivasspor,1:3 (0:2),2023-2024
,Beşiktaş,Pendikspor,1:1 (1:0),2023-2024
,Samsunspor,Fenerbahçe,0:2 (0:0),2023-2024
21/08/2023,MKE Ankaragücü,Adana Demirspor,1:1 (1:1),2023-2024
,Konyaspor,Gaziantep FK,2:0 (0:0),2023-2024
25/08/2023,Kasımpaşa SK,Pendikspor,1:1 (0:1),2023-2024
26/08/2023,Trabzonspor,Çaykur Rizespor,2:3 (0:2),2023-2024
,Sivasspor,Antalyaspor,1:1 (1:1),2023-2024
,Kayserispor,Samsunspor,2:1 (2:1),2023-2024
27/08/2023,Fatih Karagümrük,MKE Ankaragücü,1:1 (1:0),2023-2024
,Alanyaspor,Hatayspor,0:0 (0:0),2023-2024
,İstanbulspor AŞ,Galatasaray,0:1 (0:1),2023-2024
26/09/2023,Adana Demirspor,Beşiktaş,4:2 (2:0),2023-2024
27/09/2023,Fenerbahçe,İstanbul Başakşehir,4:0 (3:0),2023-2024
28/09/2023,Kasımpaşa SK,Trabzonspor,1:5 (0:3),2023-2024
01/09/2023,Çaykur Rizespor,Fatih Karagümrük,1:0 (1:0),2023-2024
,Pendikspor,Alanyaspor,1:1 (0:0),2023-2024
02/09/2023,İstanbul Başakşehir,Konyaspor,0:1 (0:0),2023-2024
,Gaziantep FK,Galatasaray,0:3 (0:1),2023-2024
,Antalyaspor,Kayserispor,1:1 (1:1),2023-2024
,Beşiktaş,Sivasspor,2:0 (2:0),2023-2024
03/09/2023,Hatayspor,Adana Demirspor,3:3 (0:1),2023-2024
,MKE Ankaragücü,Fenerbahçe,0:1 (0:0),2023-2024
,Samsunspor,İstanbulspor AŞ,2:1 (0:1),2023-2024
08/11/2023,Kayserispor,Gaziantep FK,2:0 (1:0),2023-2024
16/09/2023,Konyaspor,Çaykur Rizespor,1:2 (1:0),2023-2024
,Galatasaray,Samsunspor,4:2 (3:0),2023-2024
,Adana Demirspor,Pendikspor,3:0 (2:0),2023-2024
,İstanbulspor AŞ,İstanbul Başakşehir,0:2 (0:0),2023-2024
17/09/2023,Fenerbahçe,Antalyaspor,3:2 (1:1),2023-2024
,Alanyaspor,Kasımpaşa SK,3:3 (2:1),2023-2024
,Trabzonspor,Beşiktaş,3:0 (2:0),2023-2024
